
16:39:41.213 INFO ParseArchs(): Active architecture: i386

16:39:41.213 WARNING ExecuteTask(): org.intel.xrt_builder.Algorithms.BuildRetroAlgorithm

16:39:41.214 INFO start(): Running command line: "[java -Dretrolambda.inputDir=/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/input -Dretrolambda.classpath=/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/input:/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-ios.jar:/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-core.jar -Dretrolambda.outputDir=/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/output -Dretrolambda.natjSupport=true -Dretrolambda.defaultMethods=true -jar /Applications/Intel/INDE/multi_os_engine/tools/retrolambda.jar]"

16:39:41.305 INFO run(): module "run retrolambda": out_stream: "Retrolambda 2.0.2-SNAPSHOT"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "Bytecode version: 51 (Java 7)"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "Default methods:  true"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "NatJ support:     true"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "Input directory:  /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/input"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "Output directory: /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/output"

16:39:41.311 INFO run(): module "run retrolambda": out_stream: "Classpath:        /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build/retro/input:/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-ios.jar:/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-core.jar"

16:39:41.450 INFO run(): module "run retrolambda": out_stream: "Injected NatJ annotations into com/com/intel/ios/ios/ui/AppViewController.viewDidLoad"

16:39:41.452 INFO run(): module "run retrolambda": out_stream: "Injected NatJ.register() into com/com/intel/ios/ios/ui/AppViewController"

16:39:41.461 INFO run(): module "run retrolambda": out_stream: "Injected NatJ annotations into com/com/intel/ios/ios/Main.applicationDidFinishLaunchingWithOptions"

16:39:41.462 INFO run(): module "run retrolambda": out_stream: "Injected NatJ annotations into com/com/intel/ios/ios/Main.setWindow"

16:39:41.462 INFO run(): module "run retrolambda": out_stream: "Injected NatJ annotations into com/com/intel/ios/ios/Main.window"

16:39:41.462 INFO run(): module "run retrolambda": out_stream: "Injected NatJ.register() into com/com/intel/ios/ios/Main"

16:39:41.470 INFO createBuildDirectories(): Build directory: /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/ios/build
