
16:41:01.442 INFO ParseArchs(): Active architecture: i386

16:41:01.442 WARNING ExecuteTask(): org.intel.xrt_builder.Algorithms.ProGuardAlgorithm

16:41:01.443 INFO doConfigAction(): Config file: /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/proguard/proguard.cfg

16:41:01.443 INFO start(): Running command line: "[java -jar /Applications/Intel/INDE/multi_os_engine/tools/proguard.jar @/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/proguard/proguard.cfg]"

16:41:01.542 INFO run(): module "proGuard": out_stream: "ProGuard, version 5.2.1"

16:41:01.550 INFO run(): module "proGuard": out_stream: "Reading input..."

16:41:01.582 INFO run(): module "proGuard": out_stream: "Reading program directory [/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/classes/main]"

16:41:01.608 INFO run(): module "proGuard": out_stream: "Reading library jar [/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-ios.jar]"

16:41:01.860 INFO run(): module "proGuard": out_stream: "Reading library jar [/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-core.jar]"

16:41:02.043 INFO run(): module "proGuard": out_stream: "Initializing..."

16:41:02.049 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'junit.framework.TestCase'"

16:41:02.066 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'junit.framework.TestCase'"

16:41:02.087 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'android.app.backup.BackupAgent'"

16:41:02.117 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'android.appwidget.AppWidgetProvider'"

16:41:02.125 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'scala.collection.SeqLike'"

16:41:02.134 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'scala.reflect.ScalaSignature'"

16:41:02.221 INFO run(): module "proGuard": out_stream: "Note: there were 6 references to unknown classes."

16:41:02.221 INFO run(): module "proGuard": out_stream: "      You should check your configuration for typos."

16:41:02.221 INFO run(): module "proGuard": out_stream: "      (http://proguard.sourceforge.net/manual/troubleshooting.html#unknownclass)"

16:41:02.221 INFO run(): module "proGuard": out_stream: "Note: you're ignoring all warnings!"

16:41:02.221 INFO run(): module "proGuard": out_stream: "Ignoring unused library classes..."

16:41:02.221 INFO run(): module "proGuard": out_stream: "  Original number of library classes: 8680"

16:41:02.221 INFO run(): module "proGuard": out_stream: "  Final number of library classes:    312"

16:41:02.221 INFO run(): module "proGuard": out_stream: "Printing kept classes, fields, and methods..."

16:41:02.227 INFO run(): module "proGuard": out_stream: "Activity0"

16:41:02.227 INFO run(): module "proGuard": out_stream: "Activity0: Activity0 alloc()"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity0: Activity0(com.intel.inde.moe.natj.general.Pointer)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity0: void onClick(ios.uikit.UIButton)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity1"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity1: Activity1 alloc()"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity1: Activity1(com.intel.inde.moe.natj.general.Pointer)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Activity1: void onClick(ios.uikit.UIButton)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void main(java.lang.String[])"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: Main alloc()"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: Main(com.intel.inde.moe.natj.general.Pointer)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: boolean applicationDidFinishLaunchingWithOptions(ios.uikit.UIApplication,ios.foundation.NSDictionary)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void setWindow(ios.uikit.UIWindow)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: ios.uikit.UIWindow window()"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidChangeStatusBarFrame(ios.uikit.UIApplication,ios.coregraphics.struct.CGRect)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidChangeStatusBarOrientation(ios.uikit.UIApplication,long)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidDecodeRestorableStateWithCoder(ios.uikit.UIApplication,ios.foundation.NSCoder)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidFailToRegisterForRemoteNotificationsWithError(ios.uikit.UIApplication,ios.foundation.NSError)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidReceiveLocalNotification(ios.uikit.UIApplication,ios.uikit.UILocalNotification)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidReceiveRemoteNotification(ios.uikit.UIApplication,ios.foundation.NSDictionary)"

16:41:02.228 INFO run(): module "proGuard": out_stream: "Main: void applicationDidReceiveRemoteNotificationFetchCompletionHandler(ios.uikit.UIApplication,ios.foundation.NSDictionary,ios.uikit.protocol.UIApplicationDelegate$Block_applicationDidReceiveRemoteNotificationFetchCompletionHandler)"

