
12:40:47.336 INFO ParseArchs(): Active architecture: i386

12:40:47.337 WARNING ExecuteTask(): org.intel.xrt_builder.Algorithms.ProGuardAlgorithm

12:40:47.337 INFO doConfigAction(): Config file: /Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/proguard/proguard.cfg

12:40:47.337 INFO start(): Running command line: "[java -jar /Applications/Intel/INDE/multi_os_engine/tools/proguard.jar @/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/proguard/proguard.cfg]"

12:40:47.446 INFO run(): module "proGuard": out_stream: "ProGuard, version 5.2.1"

12:40:47.454 INFO run(): module "proGuard": out_stream: "Reading input..."

12:40:47.485 INFO run(): module "proGuard": out_stream: "Reading program directory [/Users/wangjiahe/AndroidStudioProjects/AndroidIOS/MultiScreen/build/classes/main]"

12:40:47.509 INFO run(): module "proGuard": out_stream: "Reading library jar [/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-ios.jar]"

12:40:47.754 INFO run(): module "proGuard": out_stream: "Reading library jar [/Applications/Intel/INDE/multi_os_engine/sdk/intel-moe-core.jar]"

12:40:47.941 INFO run(): module "proGuard": out_stream: "Initializing..."

12:40:47.943 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'junit.framework.TestCase'"

12:40:47.962 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'junit.framework.TestCase'"

12:40:47.985 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'android.app.backup.BackupAgent'"

12:40:48.014 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'android.appwidget.AppWidgetProvider'"

12:40:48.024 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'scala.collection.SeqLike'"

12:40:48.036 INFO run(): module "proGuard": out_stream: "Note: the configuration refers to the unknown class 'scala.reflect.ScalaSignature'"

12:40:48.129 INFO run(): module "proGuard": out_stream: "Note: there were 6 references to unknown classes."

12:40:48.129 INFO run(): module "proGuard": out_stream: "      You should check your configuration for typos."

12:40:48.129 INFO run(): module "proGuard": out_stream: "      (http://proguard.sourceforge.net/manual/troubleshooting.html#unknownclass)"

12:40:48.129 INFO run(): module "proGuard": out_stream: "Note: you're ignoring all warnings!"

12:40:48.129 INFO run(): module "proGuard": out_stream: "Ignoring unused library classes..."

12:40:48.129 INFO run(): module "proGuard": out_stream: "  Original number of library classes: 8680"

12:40:48.129 INFO run(): module "proGuard": out_stream: "  Final number of library classes:    312"

12:40:48.130 INFO run(): module "proGuard": out_stream: "Printing kept classes, fields, and methods..."

12:40:48.138 INFO run(): module "proGuard": out_stream: "Activity0"

12:40:48.138 INFO run(): module "proGuard": out_stream: "Activity0: Activity0 alloc()"

12:40:48.138 INFO run(): module "proGuard": out_stream: "Activity0: Activity0(com.intel.inde.moe.natj.general.Pointer)"

